,36x8y5r330s1_5.png,36x8y5r120s1_25.png,36x8y5r0s1_0.png,36x8y5r60s1_5.png,36x8y5r30s2.png,36x8y5r270s0_5.png,36x8y5r240s1_5.png,36x8y5r300s0_75.png,36x8y5r150s1_75.png,36x8y5r210s1_25.png,36x8y5r120s0_75.png,36x8y5r300s0_5.png,36x8y5r330s0_75.png,36x8y5r300s1_0.png,36x8y5r0s1_75.png,36x8y5r60s0_75.png,36x8y5r270s0_75.png,36x8y5r90s0_5.png,36x8y5r30s1_5.png,36x8y5r210s0_5.png,36x8y5r180s1_0.png,36x8y5r60s2.png,36x8y5r30s0_5.png,36x8y5r0s1_5.png,36x8y5r210s1_75.png,36x8y5r90s1_75.png,36x8y5r210s1_5.png,36x8y5r120s1_0.png,36x8y5r60s0_5.png,36x8y5r90s0_75.png,36x8y5r0s0_75.png,36x8y5r300s2.png,36x8y5r300s1_5.png,36x8y5r60s1_75.png,36x8y5r240s1_0.png,36x8y5r90s1_0.png,36x8y5r150s1_25.png,36x8y5r180s2.png,36x8y5r30s1_0.png,36x8y5r330s1_0.png,36x8y5r0s2.png,36x8y5r150s0_5.png,36x8y5r240s2.png,36x8y5r240s0_5.png,36x8y5r180s0_75.png,36x8y5r300s1_75.png,36x8y5r330s2.png,36x8y5r150s0_75.png,36x8y5r60s1_0.png,36x8y5r150s1_0.png,36x8y5r60s1_25.png,36x8y5r180s1_5.png,36x8y5r210s2.png,36x8y5r330s1_75.png,36x8y5r240s0_75.png,36x8y5r30s0_75.png,36x8y5r120s1_5.png,36x8y5r90s1_25.png,36x8y5r330s1_25.png,36x8y5r240s1_25.png,36x8y5r0s0_5.png,36x8y5r270s1_75.png,36x8y5r330s0_5.png,36x8y5r270s1_0.png,36x8y5r270s1_5.png,36x8y5r90s1_5.png,36x8y5r120s2.png,36x8y5r270s2.png,36x8y5r180s1_25.png,36x8y5r180s1_75.png,36x8y5r90s2.png,36x8y5r210s0_75.png,36x8y5r210s1_0.png,36x8y5r30s1_25.png,36x8y5r180s0_5.png,36x8y5r120s0_5.png,36x8y5r150s2.png,36x8y5r150s1_5.png,36x8y5r120s1_75.png,36x8y5r300s1_25.png,36x8y5r270s1_25.png,36x8y5r0s1_25.png,36x8y5r30s1_75.png,36x8y5r240s1_75.png,Mean,StDev,StDev/Mean
0_0_0,0.9999999999999999,1.0,0.9999999999999997,0.9999999999999999,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999997,1.0,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999997,1.0,0.9999999999999999,1.0000000000000004,0.9999999999999998,1.0000000000000004,1.0000000000000002,1.0000000000000004,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0000000000000004,0.9999999999999997,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,1.0000000000000004,1.0,0.9999999999999998,1.0,1.0,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0000000000000002,1.0,0.9999999999999997,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000004,1.0,1.0000000000000004,1.0000000000000004,0.9999999999999998,1.0000000000000002,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,2.2855755723178454e-16,2.2855755723178454e-16
1_1_1,0.015393302895260301,0.014919225001170884,0.01602681256757354,0.01494510768262525,0.015255930420957464,0.01573578963889999,0.014946372155267187,0.015838744279741163,0.01477440354061027,0.01510808264743055,0.0143035620474433,0.015838138690872063,0.01631288208697982,0.015883492725041692,0.015352816014206419,0.015400421159322525,0.015731615210208945,0.014424550521025644,0.015057650311900279,0.01400048711309672,0.014831325367677223,0.014948053551997737,0.015407129536593185,0.015267928639582772,0.014802455666875531,0.014828986976805557,0.01460512453016506,0.014713689672020615,0.014952425418491944,0.01483657013797842,0.01606327940876912,0.015374366451549114,0.015216628304665795,0.015161174288178411,0.014982790577796765,0.015085081801373048,0.014689560945479628,0.01480100545626741,0.01565307303829936,0.015671330229003466,0.015386114363455761,0.013612283958450355,0.01494217545872498,0.014978408826677763,0.014506365478606599,0.015331494644936796,0.01528370823166851,0.014496852824586466,0.015009229134712814,0.014316338804269007,0.01524331744251191,0.014493179946185656,0.014912371000519344,0.015549861758639393,0.015399918010895425,0.015536553671307629,0.014447431322681618,0.014473332680974794,0.015779486463382973,0.0152246870975461,0.01623540784947165,0.015210641644150646,0.01630944633238449,0.01576348535279518,0.015099486697173032,0.014659468433524704,0.014791712436169998,0.015261703579742224,0.014265255343180844,0.014685150538466306,0.014925714000946607,0.014605266767313968,0.014953258409206622,0.015667537953380592,0.013903262226832485,0.013562978579554687,0.014608973450738522,0.014497087617301124,0.014666291664508438,0.01586028001457979,0.014987883415524064,0.015198891543677671,0.015193442136333658,0.015162941260260684,0.015073095774728049,0.0005615654074390602,0.03725614272156325
2_0_0,2.9646897576921507,2.965395981826099,2.963749021959766,2.9653551010298553,2.964902297713735,2.9641306705044133,2.9653571480106318,2.964016743343603,2.965616156215989,2.9651157956257337,2.9663026560051,2.9639791403616265,2.9633047236212677,2.963968001922442,2.9647451480330473,2.9646633325768708,2.96417067600945,2.9660667356758346,2.965189313662469,2.9667258244607413,2.9655344452045553,2.965358787532967,2.9646119203807966,2.9648740068403403,2.965573498928624,2.9655250454460274,2.9658650267149147,2.965712885322037,2.9653118443987365,2.965493609221553,2.9636735952273057,2.9647268526799575,2.9649545672091495,2.9650366501442167,2.9653075671577045,2.96515399497146,2.9657371694776593,2.965580612460872,2.964312404007529,2.964279592849517,2.9647066030951503,2.9672818759239425,2.9653700818540467,2.96525764731363,2.965984111358466,2.9647868328939118,2.964860062650594,2.9660088341230915,2.9652703667015587,2.966301108731241,2.964908477463477,2.9660268573918005,2.96541509074631,2.9644608277808673,2.964675369836831,2.9644627556709415,2.966098441763392,2.9660608411656724,2.964113161427307,2.9649423240951305,2.9633712723320955,2.964958242387582,2.963270701380388,2.964145626311391,2.9651261604215393,2.9657785274989585,2.965593058861771,2.9648938328044987,2.96637450484613,2.9657401202717866,2.965393617286887,2.9658609171810917,2.9653541516970003,2.96428190460126,2.9668446882118484,2.967361474141725,2.9658653736999216,2.966026180128388,2.9657759900789173,2.9639991547450935,2.965295845920068,2.96497884016361,2.9649907391773263,2.965037404926311,2.965159265517735,0.0008347886358679487,0.0002815324780614068
2_0_2,8.789385359364742,8.793573329030373,8.783808265167472,8.793330875203786,8.790645634988186,8.786070631824934,8.79334301525775,8.785395254821218,8.794879186009295,8.791911681469227,8.798951447022906,8.785172344498843,8.781174885036117,8.785106316420112,8.789713792785498,8.789228675525797,8.78630779651432,8.797551880482699,8.792347665858102,8.801462117522266,8.794394545694692,8.793352738798987,8.788923838463912,8.790477876437494,8.79462617754776,8.794338795167661,8.79635535669066,8.795452918165164,8.793074334531434,8.794152346333874,8.783361179047542,8.789605311001601,8.790955585614395,8.791442336698434,8.793048967842747,8.792138213895205,8.795596958421356,8.794668369003796,8.787148028552892,8.786953504584098,8.789485242435985,8.804761731186714,8.793419722355077,8.792752914951965,8.797061748830869,8.789960964501114,8.790395191100483,8.79720840409622,8.792828347638395,8.798942267660184,8.790682279734796,8.797315318769478,8.793686660425946,8.788027999447223,8.789300048517154,8.788039429760152,8.797739966231221,8.79751691349642,8.785966833746581,8.790882985210631,8.781569297683143,8.790977379102062,8.780973249659421,8.786159293980948,8.791973147216181,8.795842274173888,8.794742190769117,8.790595439802152,8.799377703001126,8.795614460989711,8.793559305445811,8.796330980062265,8.793325244986637,8.786967209946468,8.80216740397086,8.805234118220545,8.796357414912173,8.797311301207001,8.79582722332858,8.785290989329628,8.792979453830814,8.791099522617952,8.791170083407307,8.791446812612152,8.792170166757739,0.004950590459825169,0.0005630680896671934
2_2_2,0.0001568212563962296,0.0001471363766089814,0.0001682048534312696,0.00014805522087005387,0.0001535367571187506,0.00016383358715399226,0.0001490656505907048,0.00016485701486214415,0.0001454338311615407,0.00015144927598280348,0.00013580087420648766,0.00016480876199173697,0.00017450203317190082,0.00016572844310419081,0.00015579400935347736,0.0001558089906403761,0.0001637492180879335,0.00013683441694266592,0.0001497762257335435,0.00013210353090652526,0.00014658883912158899,0.00014783968536042383,0.00015445366700789768,0.00015407935772647786,0.00014597015309143486,0.00014603032780016094,0.00014250985416326887,0.0001432120718469242,0.00014684155710331233,0.00014523629477198832,0.00016858569379172227,0.00015627809250113434,0.00015338974032107414,0.0001520372943516726,0.00014924206866441395,0.0001501635972828543,0.00014331947895704288,0.0001461661133548768,0.00016017696089320942,0.00016124588368430224,0.00015651884706713428,0.0001253934464537732,0.00014848054130821395,0.0001506307965499603,0.0001408507773639124,0.00015547265398331483,0.00015438049557854372,0.00014053121764494403,0.00014801276866258648,0.00013652522263421092,0.0001527503650913885,0.0001405964584313003,0.00014792096070751374,0.00015971815369854737,0.0001579098305059166,0.00015761625887940613,0.00013902838806376664,0.00013932513567713566,0.00016348137962210905,0.00015366241519394562,0.0001709456862279295,0.00015375454377710378,0.00017423194029962297,0.0001642712300157703,0.00015169190460714252,0.0001428453902630317,0.00014522392790527648,0.0001547278149828633,0.00013649118199709646,0.00014404397431917043,0.00014788952316891702,0.00014247458847549085,0.00014861326292557378,0.00016071306912133321,0.00013022626753615374,0.0001225738131185976,0.00014212603286196994,0.00014051402032180837,0.00014293886872135598,0.00016527890350184938,0.00014957975991679109,0.00015264725982641557,0.00015229841278437643,0.00015293987783896704,0.00015064898128265856,1.0277968692486243e-05,0.06822461463049638
3_1_1,0.060830337831338184,0.05896889195062872,0.06331996636413878,0.05906995797650112,0.060291834450794765,0.062174036492755075,0.05907357165499548,0.06258038109442417,0.058398468009938344,0.05970981427695154,0.056549217379928185,0.06257701479878393,0.06444131995275142,0.06275638545748131,0.060671947112094886,0.06085953735096414,0.06215847091482879,0.05702520158960657,0.059512762977990366,0.055354414506360666,0.058622587062204724,0.05908210047734948,0.06088696285233801,0.06033873012007726,0.058508647487192006,0.05861382392363487,0.057732941171357265,0.05816162002768237,0.059099724501218906,0.05864443085452829,0.06346304858051952,0.0607563988083376,0.06013648225065913,0.059918962004747105,0.0592174685764512,0.059621204994165664,0.05806579418000828,0.058503227692489376,0.06185318040361681,0.06192361864919995,0.06080287756863118,0.05382725311213729,0.05905794331702525,0.059196674828827005,0.05734431666520738,0.060587819712662735,0.0604004714400869,0.05730700252792228,0.059323839647932745,0.05659895430944011,0.06024279464205562,0.05729309443709404,0.058940844668940735,0.061445414079660726,0.060854826228194964,0.061395478705447794,0.057114011408425355,0.057216452814685445,0.0623481111079335,0.06016791251145026,0.06413886863767,0.060112521557540696,0.06442699484342199,0.0622843123675417,0.05967589608373399,0.057947781616913926,0.05846737292153887,0.06031339374722248,0.05639727999958512,0.05804762022911418,0.05899409172316546,0.05773350746558657,0.05910154612621674,0.06190938290647003,0.054972115819575326,0.0536362509018085,0.05774885611610603,0.057308363021156744,0.05797430954916715,0.06266519378553291,0.05923751673087137,0.06006771605919583,0.06004627946423991,0.05992472268164287,0.05957229136725969,0.0022067860641278923,0.03704383386100067
3_1_3,0.24038570707356696,0.23307713487879017,0.25016940351993494,0.23347171592494592,0.23827490039207333,0.24565725028799168,0.23348052837344202,0.24726102200744426,0.23083037203726758,0.23598374487277476,0.22356766626911428,0.24724387489952024,0.25456468667589743,0.24795326719788796,0.23976612257755323,0.24050532438402067,0.2455994158795789,0.2254402042958109,0.23521392009451494,0.21885747121438917,0.23171278551783195,0.2335216812458572,0.2406173217780142,0.23845817192678534,0.23126310308369763,0.23168004397903658,0.22821390460665453,0.22990657813567644,0.233592700740068,0.23180352590037082,0.25073077748586575,0.24009704775742674,0.23766082900079546,0.2368076469199202,0.23404909562038673,0.23564261246715784,0.22952601961821245,0.23124291525681198,0.2444130885150476,0.24468468793509562,0.24028093339841783,0.2128498925266274,0.23342254804004192,0.23395317562360374,0.22668466878551605,0.2394341831992504,0.23869972488911353,0.2265383099679066,0.2344769287607371,0.2237612334214143,0.23808428316026983,0.22648574587260753,0.2329624960488987,0.2428020885345367,0.2404759475111308,0.24261524693422193,0.22578479359445552,0.22618995533754546,0.24635066342290987,0.23778338909632035,0.2533841162637724,0.23756494515768148,0.25450512420598276,0.24609630930444104,0.23584990965708513,0.2290632439742678,0.2311046615527247,0.23835513816007017,0.22296503741673557,0.22945125454705576,0.2331749662374968,0.2282161591007993,0.23359408758419586,0.24463139666643818,0.21735427760606055,0.21211029671155085,0.22827958404908505,0.22654539717654704,0.2291663526531472,0.24759503038839853,0.23412801468722713,0.23739431932909985,0.23730999500602035,0.2368255819788137,0.23544321045104113,0.008671735080266672,0.036831535993984
3_3_3,1.5147148303973227e-06,1.3785440620633557e-06,1.654913021039411e-06,1.3946916655331479e-06,1.4632909711190511e-06,1.6099684367717477e-06,1.4194555109021057e-06,1.617066586735832e-06,1.3672952198725627e-06,1.4441260401561479e-06,1.2308586705635343e-06,1.6165082198428808e-06,1.753975244243872e-06,1.630317796259118e-06,1.494994276823727e-06,1.4876879996070282e-06,1.611092189989731e-06,1.2303205723776335e-06,1.4132591480142688e-06,1.202691702460917e-06,1.3799278643900313e-06,1.3888328888361232e-06,1.452555742883449e-06,1.4703313629701487e-06,1.3743163041202888e-06,1.367004546102109e-06,1.331036355669055e-06,1.326368470083296e-06,1.3633093790662447e-06,1.3465002134995368e-06,1.6562947288410303e-06,1.5055107427366493e-06,1.4679136609215625e-06,1.4469354118929878e-06,1.4174291047337273e-06,1.413704087267586e-06,1.3333911891951466e-06,1.3761061814002304e-06,1.5401466690266124e-06,1.5647796064013536e-06,1.505742268169424e-06,1.1199294177775963e-06,1.4061087960577584e-06,1.4532716976318805e-06,1.3081056107106173e-06,1.4952684018384186e-06,1.4781213597908238e-06,1.3058156895647161e-06,1.3808601481385613e-06,1.2476211364804857e-06,1.4460722740933625e-06,1.304291017764764e-06,1.3987596388909675e-06,1.553156248908808e-06,1.5424141396805704e-06,1.5024767219250664e-06,1.27938910741177e-06,1.2783501627695313e-06,1.5953444663667936e-06,1.4737327812140816e-06,1.6772344115366398e-06,1.4758477607879706e-06,1.7491780966276856e-06,1.6175903804808771e-06,1.4478617590949486e-06,1.3246506504362166e-06,1.3581734297949873e-06,1.4886850932141156e-06,1.2523342844199159e-06,1.348841954869028e-06,1.3919872999388381e-06,1.3298902125507627e-06,1.4078637045022422e-06,1.5509655480954606e-06,1.1745521989810354e-06,1.0652973066339887e-06,1.3210708390541946e-06,1.304764504275607e-06,1.3288813881907136e-06,1.623237386252404e-06,1.420463630176195e-06,1.4500324840755464e-06,1.4465026261005454e-06,1.4692432403874938e-06,1.4304541422675474e-06,1.3337701877273344e-07,0.09324103082487145
4_0_0,4.825047810893482,4.828519589379344,4.820415586553764,4.828320065697685,4.826090891218918,4.822297933897085,4.828334000332418,4.821734555015313,4.829606915589928,4.827144041582443,4.83298061132787,4.82154982562827,4.818234251262611,4.821495399734669,4.825318090181379,4.824913615672753,4.822494760440777,4.831815900683658,4.827502679786813,4.835071059308512,4.829203386243273,4.8283371451977,4.824655259763122,4.825951455398612,4.829397079682595,4.829155453937885,4.830832070739027,4.830078370026063,4.828102553529663,4.828997452885234,4.820043668354079,4.825229614605917,4.826350148431756,4.826753219899089,4.828087996923172,4.82732713622576,4.8302000047141895,4.829431345630194,4.823184967721322,4.823026887816427,4.825128690560548,4.837809177670351,4.8283957514584905,4.827848640401585,4.831417727700217,4.8255248990826365,4.825884418236581,4.831539870576788,4.827898485190595,4.83297549248054,4.826119175400816,4.83162761410236,4.8286171741453945,4.823921538244746,4.824980638216014,4.823923368336644,4.831978330187156,4.831791324102691,4.822208576226151,4.826290579412939,4.818554322570562,4.826368990335493,4.818066857808711,4.822370903105547,4.827195026594542,4.830402433994406,4.829491003731782,4.826051967123415,4.833338612263882,4.830216455201613,4.828508924713087,4.830811314627365,4.828317039434929,4.823036216256927,4.835655060202368,4.838193390297269,4.830832077339876,4.831625083435931,4.8303914114580895,4.821648562998903,4.828029595806994,4.826466723543625,4.826525880156052,4.826760267409148,4.8273568142149585,0.004108407099230712,0.000851067625068199
4_0_2,14.304769825330835,14.318472588514112,14.286501980088335,14.317683536221441,14.308887972350298,14.293921208174403,14.317734740868506,14.291701953023804,14.322760297045956,14.313041045456746,14.336083223803012,14.290973107376422,14.277896316280275,14.290758086229813,14.305838395581336,14.304244479235907,14.294697554107769,14.331488415927367,14.314459357780787,14.344330174753313,14.321168984802904,14.31775198268384,14.303230494821658,14.308338028384659,14.321931995309987,14.320981447005074,14.327595888537665,14.324625659101564,14.316829687953293,14.320361085478321,14.285036147743542,14.305487808768717,14.309908915543291,14.311500198202399,14.316765872179564,14.313768343013944,14.325103689992032,14.322067967811721,14.297427026638962,14.296800179318751,14.305090889688708,14.355143492079748,14.3179803047262,14.31581510102351,14.329908215694461,14.306652682601923,14.308071978597436,14.330389938548688,14.31602431157901,14.33606056181594,14.309001656394926,14.330737268343466,14.318854235647558,14.300326436414968,14.304501258058613,14.300341161644694,14.3321233958026,14.33138703910503,14.293571907939565,14.309673207283026,14.279165453677246,14.309982518699051,14.277236357036426,14.29420962089162,14.313242254812227,14.325903817919311,14.322304998502336,14.308731714118236,14.337492432707961,14.325166730788395,14.318429546356953,14.327514476329512,14.317669978597735,14.296838981086932,14.346637529386143,14.356668670815248,14.327597584341195,14.330726490035987,14.32585887078581,14.291362265206644,14.316536104425628,14.31037170806064,14.310604537062387,14.311524737480246,14.31388521528043,0.016212042484040082,0.0011326095074964916
4_2_2,0.000773480284521669,0.0007258563007241398,0.0008294897453322978,0.0007303701975628013,0.0007573398694307603,0.0008079577064260566,0.0007353237485744507,0.000813003635034211,0.0007174642408897355,0.0007470573225218151,0.0006700902745761586,0.0008127507969008355,0.0008604114615644027,0.0008172880500644802,0.0007684465016858877,0.0007685159194117439,0.0008075503039226131,0.000675180961178443,0.0007388433575245029,0.0006518551579260538,0.0007231649854671178,0.0007293164271530608,0.0007618649649017654,0.0007600188786797145,0.0007201021213580789,0.0007204209956775669,0.0007030784270851188,0.0007065548907154422,0.0007244098701578738,0.0007165231427298948,0.0008313594151030796,0.0007708139078215977,0.0007566063202917808,0.0007499558437128825,0.000736199045933778,0.000740767609300087,0.0007070727227789458,0.0007210823912646651,0.0007900157132243095,0.000795251814157488,0.0007720139170346853,0.0006188221557486533,0.0007324552908773173,0.0007429835353177205,0.0006949200058089718,0.0007668491628858603,0.0007614833309702409,0.0006933383368304457,0.0007301821813355566,0.0006736426834327544,0.0007534787155149334,0.0006936781118412238,0.000729702824038072,0.0007877255488583095,0.0007788137229895302,0.0007774217154075705,0.0006859601346343565,0.0006874389696226978,0.0008062436627246548,0.0007579425860110906,0.0008429545938083788,0.0007584041798249063,0.0008590671273037342,0.0008101253119656594,0.000748263007425149,0.0007047558907047564,0.0007164438262305432,0.0007631958618330689,0.000673480242644183,0.0007106373244941337,0.0007295700346633138,0.000702906826147598,0.0007331069937549272,0.0007926426542760332,0.0006426223225383616,0.0006049744406278261,0.0007011988864315939,0.0006932598031536126,0.000705199151219962,0.0008150789493020147,0.0007378756176471677,0.000752978132035551,0.0007512471503157809,0.0007543806414242357,0.0007431228676779101,5.0558561401549725e-05,0.06803526523081402
4_0_4,23.281086377407977,23.314601425020072,23.236406427090476,23.312674656818903,23.291153290306212,23.25455736326808,23.312809218766052,23.249124119028714,23.32510295911405,23.30131959818489,23.357701589471116,23.247342721015997,23.215381300040164,23.246817889662577,23.283694671431675,23.279791398704326,23.25645571447874,23.346444898099424,23.304782123348854,23.377912148562732,23.321205345703486,23.312839587695883,23.277298375559955,23.289807449863993,23.32307615324676,23.320742398298012,23.336938495680705,23.32965706059364,23.310574267399645,23.319216399972085,23.232820964840233,23.28284083366996,23.293655755267235,23.297546645806207,23.310433706033603,23.303087280141593,23.33083208554095,23.32340712215546,23.263113232852923,23.261588360600207,23.281866880470538,23.404397639551476,23.31340553270241,23.308122494627433,23.34259725953591,23.285690551666487,23.28916041817862,23.34377752097315,23.30860378330563,23.357652110917527,23.291426295171455,23.344625401356463,23.315543814451857,23.270219007141552,23.28043815915941,23.27023666358434,23.34801458339826,23.34620739967404,23.253695552629043,23.29308075693007,23.218465759563447,23.29383763087204,23.213768246314707,23.25526112711901,23.301811824779083,23.332787674339073,23.323983355126202,23.29077758937579,23.36116214080096,23.330991004100436,23.314498436033922,23.336737957531767,23.312645433297675,23.261678343325933,23.38355986126077,23.408115281916174,23.33693855945589,23.34460094688728,23.33268118788806,23.24829486506939,23.309869777988254,23.29478103347393,23.29535207181615,23.297614679039633,23.303390690756487,0.039666187802638926,0.0017021637893395874
4_2_4,0.0038149914386102724,0.0035808097320562415,0.004090567088734967,0.0036029842267846766,0.0037356766457284692,0.003984504439615736,0.003627267670821129,0.004009382986411328,0.0035394442465296817,0.0036850268151617503,0.0033064660202320006,0.004008062738169598,0.004242402622679584,0.004030447304439256,0.0037903256255090306,0.0037906459438690845,0.0039825380602141625,0.003331539977466757,0.0036447006478133224,0.0032165313371938934,0.003567581265664287,0.00359783267678473,0.0037580087024744356,0.003748903840675262,0.0035524184513226515,0.003554100157354334,0.0034686673250409715,0.003485878021005897,0.00357371353405725,0.003534966344835077,0.004099745722993674,0.0038019025634504072,0.0037320170352150967,0.00369931449988944,0.003631610309908815,0.0036542588278205904,0.003488373240931767,0.003557321208436026,0.003896470651340557,0.00392211840371057,0.003807883199137024,0.003053914469019585,0.003613205800620938,0.0036647521383193792,0.0034285491604057667,0.0037823863139420932,0.003756024108955663,0.0034207207293496596,0.0036021623185454356,0.0033238873827609403,0.003716718938081547,0.003422485375637887,0.0035996670712678132,0.0038850407793673903,0.003841121310646244,0.0038345315888360884,0.0033844980356944536,0.0033918670501138387,0.0039761644120341,0.003738565237075711,0.004156714702207875,0.003740877413091066,0.004235712051101387,0.003995240195282225,0.0036910178544528978,0.0034770521090563694,0.003534484733663585,0.003764468098923464,0.0033231131168731196,0.0035059113673522875,0.0035991219937241653,0.003467832485298831,0.0036164057885031582,0.003909342163725477,0.0031711225180430683,0.002985907548285452,0.0034594638887192274,0.003420364413229967,0.003479150544074889,0.00401959160860383,0.0036399338214011317,0.003714289191751562,0.003705700345391108,0.0037210056670428744,0.003665684373697182,0.0002487017462482098,0.06784592476994168
4_4_4,1.3988922874342757e-08,1.248255973174553e-08,1.5695225836072928e-08,1.2619258455990395e-08,1.3447110172013312e-08,1.5081605471959657e-08,1.2821137142328713e-08,1.5263408878275734e-08,1.226609208248674e-08,1.3174913542500543e-08,1.0818636085223347e-08,1.52825610710549e-08,1.6933004295317625e-08,1.5438824544493958e-08,1.3759803302694527e-08,1.3760697865851842e-08,1.5120173993373147e-08,1.0903822281080683e-08,1.2869150322475704e-08,1.0366472634656836e-08,1.2352488722374288e-08,1.2580157959221051e-08,1.3486504136117395e-08,1.3466970237925097e-08,1.2346168580346143e-08,1.2278025463493638e-08,1.1838842885213515e-08,1.189813741189861e-08,1.2341037351360633e-08,1.2129094237317766e-08,1.5761120372770485e-08,1.3901127419140924e-08,1.3444901323644363e-08,1.3231490453572306e-08,1.2867419405271528e-08,1.2844571263670055e-08,1.1928152723484508e-08,1.2324635610557094e-08,1.4407173013840833e-08,1.4679074244410525e-08,1.3879279081139774e-08,9.483011998649098e-09,1.2712717864222474e-08,1.3191834350100388e-08,1.1557299862495077e-08,1.3779872753948424e-08,1.359467564528364e-08,1.156376287736697e-08,1.2558239806324396e-08,1.0984038845116952e-08,1.3287623530626677e-08,1.150262457948066e-08,1.2631721143066451e-08,1.4459201315446596e-08,1.4269857643236566e-08,1.3998803754652824e-08,1.1312344871320154e-08,1.1299459720511457e-08,1.501403767778277e-08,1.3511468066893851e-08,1.6106079540279867e-08,1.3485345834501724e-08,1.687048475662355e-08,1.5184535125618722e-08,1.314314496977783e-08,1.1800811467125962e-08,1.220656403527608e-08,1.3632763067303704e-08,1.0924779748628781e-08,1.2017852452313643e-08,1.2554375987933963e-08,1.182467073279936e-08,1.2748143388311955e-08,1.4526904601416e-08,1.008737020108924e-08,9.047280677872434e-09,1.1765864764003074e-08,1.1538300414335889e-08,1.1875413769322998e-08,1.5337035102960043e-08,1.283216700714833e-08,1.3254564250317544e-08,1.3255310520552313e-08,1.3422271090884774e-08,1.3050409313019438e-08,1.5585941071107448e-09,0.11942875274845591
